season,week,seasonType,poll,team,rank,poll_priority
2014,12,regular,Playoff Committee Rankings,Georgia Tech,22,1.0
2014,12,regular,Playoff Committee Rankings,Kansas State,13,1.0
2014,12,regular,Playoff Committee Rankings,LSU,17,1.0
2014,12,regular,AP Top 25,Marshall,21,2.0
2014,12,regular,Playoff Committee Rankings,Michigan State,12,1.0
2014,12,regular,Playoff Committee Rankings,Minnesota,25,1.0
2014,12,regular,Playoff Committee Rankings,Mississippi State,1,1.0
2014,12,regular,Playoff Committee Rankings,Nebraska,16,1.0
2014,12,regular,Playoff Committee Rankings,Notre Dame,18,1.0
2014,12,regular,Playoff Committee Rankings,Ohio State,8,1.0
2014,12,regular,Playoff Committee Rankings,Ole Miss,10,1.0
2014,12,regular,Playoff Committee Rankings,Oregon,2,1.0
2014,12,regular,Playoff Committee Rankings,TCU,4,1.0
2014,12,regular,Playoff Committee Rankings,Texas A&M,24,1.0
2014,12,regular,Playoff Committee Rankings,UCLA,11,1.0
2014,12,regular,Playoff Committee Rankings,Utah,23,1.0
2014,12,regular,Playoff Committee Rankings,Wisconsin,20,1.0
2014,13,regular,Playoff Committee Rankings,Alabama,1,1.0
2014,13,regular,Playoff Committee Rankings,Arizona,15,1.0
2014,13,regular,Playoff Committee Rankings,Arizona State,13,1.0
2014,13,regular,Playoff Committee Rankings,Auburn,14,1.0
2014,13,regular,Playoff Committee Rankings,Baylor,7,1.0
2014,13,regular,Playoff Committee Rankings,Clemson,22,1.0
2014,13,regular,AP Top 25,Colorado State,22,2.0
2014,13,regular,AP Top 25,Duke,25,2.0
2014,13,regular,Playoff Committee Rankings,Florida State,3,1.0
2014,13,regular,Playoff Committee Rankings,Georgia,10,1.0
2014,13,regular,Playoff Committee Rankings,Georgia Tech,18,1.0
2014,13,regular,Playoff Committee Rankings,Kansas State,12,1.0
2014,13,regular,Playoff Committee Rankings,Louisville,24,1.0
2014,13,regular,AP Top 25,Marshall,18,2.0
2014,13,regular,Playoff Committee Rankings,Michigan State,11,1.0
2014,13,regular,Playoff Committee Rankings,Minnesota,25,1.0
2014,13,regular,Playoff Committee Rankings,Mississippi State,4,1.0
2014,13,regular,Playoff Committee Rankings,Missouri,20,1.0
2014,13,regular,Playoff Committee Rankings,Nebraska,23,1.0
2014,13,regular,Playoff Committee Rankings,Ohio State,6,1.0
2014,13,regular,Playoff Committee Rankings,Oklahoma,21,1.0
2014,13,regular,Playoff Committee Rankings,Ole Miss,8,1.0
2014,13,regular,Playoff Committee Rankings,Oregon,2,1.0
2014,13,regular,Playoff Committee Rankings,TCU,5,1.0
2014,13,regular,Playoff Committee Rankings,UCLA,9,1.0
2014,13,regular,Playoff Committee Rankings,USC,19,1.0
2014,13,regular,Playoff Committee Rankings,Utah,17,1.0
2014,13,regular,Playoff Committee Rankings,Wisconsin,16,1.0
2014,14,regular,Playoff Committee Rankings,Alabama,1,1.0
2014,14,regular,Playoff Committee Rankings,Arizona,11,1.0
2014,14,regular,Playoff Committee Rankings,Arizona State,13,1.0
2014,14,regular,Playoff Committee Rankings,Auburn,15,1.0
2014,14,regular,Playoff Committee Rankings,Baylor,7,1.0
2014,14,regular,Playoff Committee Rankings,Boise State,23,1.0
2014,14,regular,Playoff Committee Rankings,Clemson,21,1.0
2014,14,regular,AP Top 25,Colorado State,21,2.0
2014,14,regular,Playoff Committee Rankings,Florida State,3,1.0
2014,14,regular,Playoff Committee Rankings,Georgia,9,1.0
2014,14,regular,Playoff Committee Rankings,Georgia Tech,16,1.0
2014,14,regular,Playoff Committee Rankings,Kansas State,12,1.0
2014,14,regular,Playoff Committee Rankings,Louisville,22,1.0
2014,14,regular,Playoff Committee Rankings,Marshall,24,1.0
2014,14,regular,Playoff Committee Rankings,Michigan State,10,1.0
2014,14,regular,Playoff Committee Rankings,Minnesota,18,1.0
2014,14,regular,Playoff Committee Rankings,Mississippi State,4,1.0
2014,14,regular,Playoff Committee Rankings,Missouri,17,1.0
2014,14,regular,Playoff Committee Rankings,Ohio State,6,1.0
2014,14,regular,Playoff Committee Rankings,Oklahoma,20,1.0
2014,14,regular,Playoff Committee Rankings,Ole Miss,19,1.0
2014,14,regular,Playoff Committee Rankings,Oregon,2,1.0
2014,14,regular,Playoff Committee Rankings,TCU,5,1.0
2014,14,regular,Playoff Committee Rankings,UCLA,8,1.0
2014,14,regular,Playoff Committee Rankings,Utah,25,1.0
2014,14,regular,Playoff Committee Rankings,Wisconsin,14,1.0
2014,15,regular,Playoff Committee Rankings,Alabama,1,1.0
2014,15,regular,Playoff Committee Rankings,Arizona,7,1.0
2014,15,regular,Playoff Committee Rankings,Arizona State,17,1.0
2014,15,regular,Playoff Committee Rankings,Auburn,19,1.0
2014,15,regular,Playoff Committee Rankings,Baylor,6,1.0
2014,15,regular,Playoff Committee Rankings,Boise State,22,1.0
2014,15,regular,Playoff Committee Rankings,Clemson,18,1.0
2014,15,regular,Playoff Committee Rankings,Florida State,4,1.0
2014,15,regular,Playoff Committee Rankings,Georgia,14,1.0
2014,15,regular,Playoff Committee Rankings,Georgia Tech,11,1.0
2014,15,regular,Playoff Committee Rankings,Kansas State,9,1.0
2014,15,regular,Playoff Committee Rankings,LSU,24,1.0
2014,15,regular,Playoff Committee Rankings,Louisville,21,1.0
2014,15,regular,Playoff Committee Rankings,Michigan State,8,1.0
2014,15,regular,Playoff Committee Rankings,Mississippi State,10,1.0
2014,15,regular,Playoff Committee Rankings,Missouri,16,1.0
2014,15,regular,AP Top 25,Nebraska,25,2.0
2014,15,regular,Playoff Committee Rankings,Ohio State,5,1.0
2014,15,regular,Playoff Committee Rankings,Oklahoma,20,1.0
2014,15,regular,Playoff Committee Rankings,Ole Miss,12,1.0
2014,15,regular,Playoff Committee Rankings,Oregon,2,1.0
2014,15,regular,Playoff Committee Rankings,TCU,3,1.0
2014,15,regular,Playoff Committee Rankings,UCLA,15,1.0
2014,15,regular,Playoff Committee Rankings,USC,25,1.0
2014,15,regular,Playoff Committee Rankings,Utah,23,1.0
2014,15,regular,Playoff Committee Rankings,Wisconsin,13,1.0
2014,16,regular,Playoff Committee Rankings,Alabama,1,1.0
2014,16,regular,Playoff Committee Rankings,Arizona,10,1.0
2014,16,regular,Playoff Committee Rankings,Arizona State,15,1.0
2014,16,regular,Playoff Committee Rankings,Auburn,19,1.0
2014,16,regular,Playoff Committee Rankings,Baylor,5,1.0
2014,16,regular,Playoff Committee Rankings,Boise State,20,1.0
2014,16,regular,Playoff Committee Rankings,Clemson,17,1.0
2014,16,regular,Playoff Committee Rankings,Florida State,3,1.0
2014,16,regular,Playoff Committee Rankings,Georgia,13,1.0
2014,16,regular,Playoff Committee Rankings,Georgia Tech,12,1.0
2014,16,regular,Playoff Committee Rankings,Kansas State,11,1.0
2014,16,regular,Playoff Committee Rankings,LSU,23,1.0
2014,16,regular,Playoff Committee Rankings,Louisville,21,1.0
2014,16,regular,Playoff Committee Rankings,Michigan State,8,1.0
2014,16,regular,Playoff Committee Rankings,Minnesota,25,1.0
2014,16,regular,Playoff Committee Rankings,Mississippi State,7,1.0
2014,16,regular,Playoff Committee Rankings,Missouri,16,1.0
2014,16,regular,AP Top 25,Nebraska,25,2.0
2014,16,regular,Playoff Committee Rankings,Ohio State,4,1.0
2014,16,regular,Playoff Committee Rankings,Ole Miss,9,1.0
2014,16,regular,Playoff Committee Rankings,Oregon,2,1.0
2014,16,regular,Playoff Committee Rankings,TCU,6,1.0
2014,16,regular,Playoff Committee Rankings,UCLA,14,1.0
2014,16,regular,Playoff Committee Rankings,USC,24,1.0
2014,16,regular,Playoff Committee Rankings,Utah,22,1.0
2014,16,regular,Playoff Committee Rankings,Wisconsin,18,1.0
2015,1,postseason,AP Top 25,Alabama,1,2.0
2015,1,postseason,AP Top 25,Baylor,13,2.0
2015,1,postseason,AP Top 25,Clemson,2,2.0
2015,1,postseason,AP Top 25,Florida,25,2.0
2015,1,postseason,AP Top 25,Florida State,14,2.0
2015,1,postseason,AP Top 25,Houston,8,2.0
2015,1,postseason,AP Top 25,Iowa,9,2.0
2015,1,postseason,AP Top 25,LSU,16,2.0
2015,1,postseason,AP Top 25,Michigan,12,2.0
2015,1,postseason,AP Top 25,Michigan State,6,2.0
2015,1,postseason,AP Top 25,Navy,18,2.0
2015,1,postseason,AP Top 25,North Carolina,15,2.0
2015,1,postseason,AP Top 25,Northwestern,23,2.0
2015,1,postseason,AP Top 25,Notre Dame,11,2.0
2015,1,postseason,AP Top 25,Ohio State,4,2.0
2015,1,postseason,AP Top 25,Oklahoma,5,2.0
2015,1,postseason,AP Top 25,Oklahoma State,20,2.0
2015,1,postseason,AP Top 25,Ole Miss,10,2.0
2015,1,postseason,AP Top 25,Oregon,19,2.0
2015,1,postseason,AP Top 25,Stanford,3,2.0
2015,1,postseason,AP Top 25,TCU,7,2.0
2015,1,postseason,AP Top 25,Tennessee,22,2.0
2015,1,postseason,AP Top 25,Utah,17,2.0
2015,1,postseason,AP Top 25,Western Kentucky,24,2.0
2015,1,postseason,AP Top 25,Wisconsin,21,2.0
2015,1,regular,AP Top 25,Alabama,3,2.0
2015,1,regular,AP Top 25,Arizona,22,2.0
2015,1,regular,AP Top 25,Arizona State,15,2.0
2015,1,regular,AP Top 25,Arkansas,18,2.0
2015,1,regular,AP Top 25,Auburn,6,2.0
2015,1,regular,AP Top 25,Baylor,4,2.0
2015,1,regular,AP Top 25,Boise State,23,2.0
2015,1,regular,AP Top 25,Clemson,12,2.0
2015,1,regular,AP Top 25,Florida State,10,2.0
2015,1,regular,AP Top 25,Georgia,9,2.0
2015,1,regular,AP Top 25,Georgia Tech,16,2.0
2015,1,regular,AP Top 25,LSU,14,2.0
2015,1,regular,AP Top 25,Michigan State,5,2.0
2015,1,regular,AP Top 25,Missouri,24,2.0
2015,1,regular,AP Top 25,Notre Dame,11,2.0
2015,1,regular,AP Top 25,Ohio State,1,2.0
2015,1,regular,AP Top 25,Oklahoma,19,2.0
2015,1,regular,AP Top 25,Ole Miss,17,2.0
2015,1,regular,AP Top 25,Oregon,7,2.0
2015,1,regular,AP Top 25,Stanford,21,2.0
2015,1,regular,AP Top 25,TCU,2,2.0
2015,1,regular,AP Top 25,Tennessee,25,2.0
2015,1,regular,AP Top 25,UCLA,13,2.0
2015,1,regular,AP Top 25,USC,8,2.0
2015,1,regular,AP Top 25,Wisconsin,20,2.0
2015,2,regular,AP Top 25,Alabama,2,2.0
2015,2,regular,AP Top 25,Arizona,22,2.0
2015,2,regular,AP Top 25,Arkansas,18,2.0
2015,2,regular,AP Top 25,Auburn,6,2.0
2015,2,regular,AP Top 25,Baylor,4,2.0
2015,2,regular,AP Top 25,Boise State,20,2.0
2015,2,regular,AP Top 25,Clemson,12,2.0
2015,2,regular,AP Top 25,Florida State,11,2.0
2015,2,regular,AP Top 25,Georgia,10,2.0
2015,2,regular,AP Top 25,Georgia Tech,15,2.0
2015,2,regular,AP Top 25,LSU,14,2.0
2015,2,regular,AP Top 25,Michigan State,5,2.0
2015,2,regular,AP Top 25,Mississippi State,25,2.0
2015,2,regular,AP Top 25,Missouri,21,2.0
2015,2,regular,AP Top 25,Notre Dame,9,2.0
2015,2,regular,AP Top 25,Ohio State,1,2.0
2015,2,regular,AP Top 25,Oklahoma,19,2.0
2015,2,regular,AP Top 25,Ole Miss,17,2.0
2015,2,regular,AP Top 25,Oregon,7,2.0
2015,2,regular,AP Top 25,TCU,3,2.0
2015,2,regular,AP Top 25,Tennessee,23,2.0
2015,2,regular,AP Top 25,Texas A&M,16,2.0
2015,2,regular,AP Top 25,UCLA,13,2.0
2015,2,regular,AP Top 25,USC,8,2.0
2015,2,regular,AP Top 25,Utah,24,2.0
2015,3,regular,AP Top 25,Alabama,2,2.0
2015,3,regular,AP Top 25,Arizona,20,2.0
2015,3,regular,AP Top 25,Auburn,18,2.0
2015,3,regular,AP Top 25,BYU,19,2.0
2015,3,regular,AP Top 25,Baylor,5,2.0
2015,3,regular,AP Top 25,Clemson,11,2.0
2015,3,regular,AP Top 25,Florida State,9,2.0
2015,3,regular,AP Top 25,Georgia,7,2.0
2015,3,regular,AP Top 25,Georgia Tech,14,2.0
2015,3,regular,AP Top 25,LSU,13,2.0
2015,3,regular,AP Top 25,Michigan State,4,2.0
2015,3,regular,AP Top 25,Missouri,22,2.0
2015,3,regular,AP Top 25,Northwestern,23,2.0
2015,3,regular,AP Top 25,Notre Dame,8,2.0
2015,3,regular,AP Top 25,Ohio State,1,2.0
2015,3,regular,AP Top 25,Oklahoma,16,2.0
2015,3,regular,AP Top 25,Oklahoma State,25,2.0
2015,3,regular,AP Top 25,Ole Miss,15,2.0
2015,3,regular,AP Top 25,Oregon,12,2.0
2015,3,regular,AP Top 25,TCU,3,2.0
2015,3,regular,AP Top 25,Texas A&M,17,2.0
2015,3,regular,AP Top 25,UCLA,10,2.0
2015,3,regular,AP Top 25,USC,6,2.0
2015,3,regular,AP Top 25,Utah,21,2.0
2015,3,regular,AP Top 25,Wisconsin,24,2.0
2015,4,regular,AP Top 25,Alabama,12,2.0
2015,4,regular,AP Top 25,Arizona,16,2.0
2015,4,regular,AP Top 25,BYU,22,2.0
2015,4,regular,AP Top 25,Baylor,5,2.0
2015,4,regular,AP Top 25,Clemson,11,2.0
2015,4,regular,AP Top 25,Florida State,10,2.0
2015,4,regular,AP Top 25,Georgia,7,2.0
2015,4,regular,AP Top 25,Georgia Tech,20,2.0
2015,4,regular,AP Top 25,LSU,8,2.0
2015,4,regular,AP Top 25,Michigan State,2,2.0
2015,4,regular,AP Top 25,Missouri,25,2.0
2015,4,regular,AP Top 25,Northwestern,17,2.0
2015,4,regular,AP Top 25,Notre Dame,6,2.0
2015,4,regular,AP Top 25,Ohio State,1,2.0
2015,4,regular,AP Top 25,Oklahoma,15,2.0
2015,4,regular,AP Top 25,Oklahoma State,24,2.0
2015,4,regular,AP Top 25,Ole Miss,3,2.0
2015,4,regular,AP Top 25,Oregon,13,2.0
2015,4,regular,AP Top 25,Stanford,21,2.0
2015,4,regular,AP Top 25,TCU,3,2.0
2015,4,regular,AP Top 25,Texas A&M,14,2.0
2015,4,regular,AP Top 25,UCLA,9,2.0
2015,4,regular,AP Top 25,USC,19,2.0
2015,4,regular,AP Top 25,Utah,18,2.0
2015,4,regular,AP Top 25,Wisconsin,22,2.0
2015,5,regular,AP Top 25,Alabama,13,2.0
2015,5,regular,AP Top 25,Baylor,5,2.0
2015,5,regular,AP Top 25,California,24,2.0
2015,5,regular,AP Top 25,Clemson,12,2.0
2015,5,regular,AP Top 25,Florida,25,2.0
2015,5,regular,AP Top 25,Florida State,11,2.0
2015,5,regular,AP Top 25,Georgia,8,2.0
2015,5,regular,AP Top 25,LSU,9,2.0
2015,5,regular,AP Top 25,Michigan,22,2.0
2015,5,regular,AP Top 25,Michigan State,2,2.0
2015,5,regular,AP Top 25,Mississippi State,21,2.0
2015,5,regular,AP Top 25,Northwestern,16,2.0
2015,5,regular,AP Top 25,Notre Dame,6,2.0
2015,5,regular,AP Top 25,Ohio State,1,2.0
2015,5,regular,AP Top 25,Oklahoma,15,2.0
2015,5,regular,AP Top 25,Oklahoma State,20,2.0
2015,5,regular,AP Top 25,Ole Miss,3,2.0
2015,5,regular,AP Top 25,Stanford,18,2.0
2015,5,regular,AP Top 25,TCU,4,2.0
2015,5,regular,AP Top 25,Texas A&M,14,2.0
2015,5,regular,AP Top 25,UCLA,7,2.0
2015,5,regular,AP Top 25,USC,17,2.0
2015,5,regular,AP Top 25,Utah,10,2.0
2015,5,regular,AP Top 25,West Virginia,23,2.0
2015,5,regular,AP Top 25,Wisconsin,19,2.0
2015,6,regular,AP Top 25,Alabama,8,2.0
2015,6,regular,AP Top 25,Baylor,3,2.0
2015,6,regular,AP Top 25,Boise State,25,2.0
2015,6,regular,AP Top 25,California,23,2.0
2015,6,regular,AP Top 25,Clemson,6,2.0
2015,6,regular,AP Top 25,Florida,11,2.0
2015,6,regular,AP Top 25,Florida State,12,2.0
2015,6,regular,AP Top 25,Georgia,19,2.0
2015,6,regular,AP Top 25,Iowa,22,2.0
2015,6,regular,AP Top 25,LSU,7,2.0
2015,6,regular,AP Top 25,Michigan,18,2.0
2015,6,regular,AP Top 25,Michigan State,4,2.0
2015,6,regular,AP Top 25,Northwestern,13,2.0
2015,6,regular,AP Top 25,Notre Dame,15,2.0
2015,6,regular,AP Top 25,Ohio State,1,2.0
2015,6,regular,AP Top 25,Oklahoma,10,2.0
2015,6,regular,AP Top 25,Oklahoma State,21,2.0
2015,6,regular,AP Top 25,Ole Miss,14,2.0
2015,6,regular,AP Top 25,Stanford,16,2.0
2015,6,regular,AP Top 25,TCU,2,2.0
2015,6,regular,AP Top 25,Texas A&M,9,2.0
2015,6,regular,AP Top 25,Toledo,24,2.0
2015,6,regular,AP Top 25,UCLA,20,2.0
2015,6,regular,AP Top 25,USC,17,2.0
2015,6,regular,AP Top 25,Utah,5,2.0
2015,7,regular,AP Top 25,Alabama,10,2.0
2015,7,regular,AP Top 25,Baylor,2,2.0
2015,7,regular,AP Top 25,Boise State,21,2.0
2015,7,regular,AP Top 25,California,23,2.0
2015,7,regular,AP Top 25,Clemson,5,2.0
2015,7,regular,AP Top 25,Duke,25,2.0
2015,7,regular,AP Top 25,Florida,8,2.0
2015,7,regular,AP Top 25,Florida State,11,2.0
2015,7,regular,AP Top 25,Houston,24,2.0
2015,7,regular,AP Top 25,Iowa,17,2.0
2015,7,regular,AP Top 25,LSU,6,2.0
2015,7,regular,AP Top 25,Michigan,12,2.0
2015,7,regular,AP Top 25,Michigan State,7,2.0
2015,7,regular,AP Top 25,Northwestern,20,2.0
2015,7,regular,AP Top 25,Notre Dame,14,2.0
2015,7,regular,AP Top 25,Ohio State,1,2.0
2015,7,regular,AP Top 25,Oklahoma,19,2.0
2015,7,regular,AP Top 25,Oklahoma State,16,2.0
2015,7,regular,AP Top 25,Ole Miss,13,2.0
2015,7,regular,AP Top 25,Stanford,15,2.0
2015,7,regular,AP Top 25,TCU,3,2.0
2015,7,regular,AP Top 25,Texas A&M,9,2.0
2015,7,regular,AP Top 25,Toledo,22,2.0
2015,7,regular,AP Top 25,UCLA,18,2.0
2015,7,regular,AP Top 25,Utah,4,2.0
2015,8,regular,AP Top 25,Alabama,8,2.0
2015,8,regular,AP Top 25,Baylor,2,2.0
2015,8,regular,AP Top 25,California,20,2.0
2015,8,regular,AP Top 25,Clemson,6,2.0
2015,8,regular,AP Top 25,Duke,23,2.0
2015,8,regular,AP Top 25,Florida,13,2.0
2015,8,regular,AP Top 25,Florida State,9,2.0
2015,8,regular,AP Top 25,Houston,21,2.0
2015,8,regular,AP Top 25,Iowa,12,2.0
2015,8,regular,AP Top 25,LSU,5,2.0
2015,8,regular,AP Top 25,Memphis,18,2.0
2015,8,regular,AP Top 25,Michigan,15,2.0
2015,8,regular,AP Top 25,Michigan State,7,2.0
2015,8,regular,AP Top 25,Notre Dame,11,2.0
2015,8,regular,AP Top 25,Ohio State,1,2.0
2015,8,regular,AP Top 25,Oklahoma,17,2.0
2015,8,regular,AP Top 25,Oklahoma State,14,2.0
2015,8,regular,AP Top 25,Ole Miss,24,2.0
2015,8,regular,AP Top 25,Pittsburgh,25,2.0
2015,8,regular,AP Top 25,Stanford,10,2.0
2015,8,regular,AP Top 25,TCU,4,2.0
2015,8,regular,AP Top 25,Temple,22,2.0
2015,8,regular,AP Top 25,Texas A&M,15,2.0
2015,8,regular,AP Top 25,Toledo,19,2.0
2015,8,regular,AP Top 25,Utah,3,2.0
2015,9,regular,AP Top 25,Alabama,7,2.0
2015,9,regular,AP Top 25,Baylor,2,2.0
2015,9,regular,AP Top 25,Clemson,3,2.0
2015,9,regular,AP Top 25,Duke,22,2.0
2015,9,regular,AP Top 25,Florida,11,2.0
2015,9,regular,AP Top 25,Florida State,17,2.0
2015,9,regular,AP Top 25,Houston,18,2.0
2015,9,regular,AP Top 25,Iowa,10,2.0
2015,9,regular,AP Top 25,LSU,4,2.0
2015,9,regular,AP Top 25,Memphis,16,2.0
2015,9,regular,AP Top 25,Michigan,15,2.0
2015,9,regular,AP Top 25,Michigan State,6,2.0
2015,9,regular,AP Top 25,Mississippi State,25,2.0
2015,9,regular,AP Top 25,Notre Dame,9,2.0
2015,9,regular,AP Top 25,Ohio State,1,2.0
2015,9,regular,AP Top 25,Oklahoma,14,2.0
2015,9,regular,AP Top 25,Oklahoma State,12,2.0
2015,9,regular,AP Top 25,Ole Miss,19,2.0
2015,9,regular,AP Top 25,Pittsburgh,23,2.0
2015,9,regular,AP Top 25,Stanford,8,2.0
2015,9,regular,AP Top 25,TCU,5,2.0
2015,9,regular,AP Top 25,Temple,21,2.0
2015,9,regular,AP Top 25,Toledo,20,2.0
2015,9,regular,AP Top 25,UCLA,24,2.0
2015,9,regular,AP Top 25,Utah,13,2.0
2015,10,regular,Playoff Committee Rankings,Alabama,4,1.0
2015,10,regular,Playoff Committee Rankings,Baylor,6,1.0
2015,10,regular,Playoff Committee Rankings,Clemson,1,1.0
2015,10,regular,Playoff Committee Rankings,Florida,10,1.0
2015,10,regular,Playoff Committee Rankings,Florida State,16,1.0
2015,10,regular,Playoff Committee Rankings,Houston,25,1.0
2015,10,regular,Playoff Committee Rankings,Iowa,9,1.0
2015,10,regular,Playoff Committee Rankings,LSU,2,1.0
2015,10,regular,Playoff Committee Rankings,Memphis,13,1.0
2015,10,regular,Playoff Committee Rankings,Michigan,17,1.0
2015,10,regular,Playoff Committee Rankings,Michigan State,7,1.0
2015,10,regular,Playoff Committee Rankings,Mississippi State,20,1.0
2015,10,regular,AP Top 25,North Carolina,21,2.0
2015,10,regular,Playoff Committee Rankings,Northwestern,21,1.0
2015,10,regular,Playoff Committee Rankings,Notre Dame,5,1.0
2015,10,regular,Playoff Committee Rankings,Ohio State,3,1.0
2015,10,regular,Playoff Committee Rankings,Oklahoma,15,1.0
2015,10,regular,Playoff Committee Rankings,Oklahoma State,14,1.0
2015,10,regular,Playoff Committee Rankings,Ole Miss,18,1.0
2015,10,regular,Playoff Committee Rankings,Stanford,11,1.0
2015,10,regular,Playoff Committee Rankings,TCU,8,1.0
2015,10,regular,Playoff Committee Rankings,Temple,22,1.0
2015,10,regular,Playoff Committee Rankings,Texas A&M,19,1.0
2015,10,regular,Playoff Committee Rankings,Toledo,24,1.0
2015,10,regular,Playoff Committee Rankings,UCLA,23,1.0
2015,10,regular,Playoff Committee Rankings,Utah,12,1.0
2015,11,regular,Playoff Committee Rankings,Alabama,2,1.0
2015,11,regular,Playoff Committee Rankings,Baylor,6,1.0
2015,11,regular,Playoff Committee Rankings,Clemson,1,1.0
2015,11,regular,Playoff Committee Rankings,Florida,11,1.0
2015,11,regular,Playoff Committee Rankings,Florida State,16,1.0
2015,11,regular,Playoff Committee Rankings,Houston,24,1.0
2015,11,regular,Playoff Committee Rankings,Iowa,5,1.0
2015,11,regular,Playoff Committee Rankings,LSU,9,1.0
2015,11,regular,Playoff Committee Rankings,Memphis,21,1.0
2015,11,regular,Playoff Committee Rankings,Michigan,14,1.0
2015,11,regular,Playoff Committee Rankings,Michigan State,13,1.0
2015,11,regular,Playoff Committee Rankings,Mississippi State,17,1.0
2015,11,regular,Playoff Committee Rankings,Navy,20,1.0
2015,11,regular,Playoff Committee Rankings,North Carolina,23,1.0
2015,11,regular,Playoff Committee Rankings,Northwestern,18,1.0
2015,11,regular,Playoff Committee Rankings,Notre Dame,4,1.0
2015,11,regular,Playoff Committee Rankings,Ohio State,3,1.0
2015,11,regular,Playoff Committee Rankings,Oklahoma,12,1.0
2015,11,regular,Playoff Committee Rankings,Oklahoma State,8,1.0
2015,11,regular,Playoff Committee Rankings,Stanford,7,1.0
2015,11,regular,Playoff Committee Rankings,TCU,15,1.0
2015,11,regular,Playoff Committee Rankings,Temple,22,1.0
2015,11,regular,Playoff Committee Rankings,UCLA,19,1.0
2015,11,regular,Playoff Committee Rankings,Utah,10,1.0
2015,11,regular,Playoff Committee Rankings,Wisconsin,25,1.0
2015,12,regular,Playoff Committee Rankings,Alabama,2,1.0
2015,12,regular,Playoff Committee Rankings,Baylor,10,1.0
2015,12,regular,Playoff Committee Rankings,Clemson,1,1.0
2015,12,regular,Playoff Committee Rankings,Florida,8,1.0
2015,12,regular,Playoff Committee Rankings,Florida State,14,1.0
2015,12,regular,Playoff Committee Rankings,Houston,19,1.0
2015,12,regular,Playoff Committee Rankings,Iowa,5,1.0
2015,12,regular,Playoff Committee Rankings,LSU,15,1.0
2015,12,regular,Playoff Committee Rankings,Memphis,21,1.0
2015,12,regular,Playoff Committee Rankings,Michigan,12,1.0
2015,12,regular,Playoff Committee Rankings,Michigan State,9,1.0
2015,12,regular,Playoff Committee Rankings,Navy,16,1.0
2015,12,regular,Playoff Committee Rankings,North Carolina,17,1.0
2015,12,regular,Playoff Committee Rankings,Northwestern,20,1.0
2015,12,regular,Playoff Committee Rankings,Notre Dame,4,1.0
2015,12,regular,Playoff Committee Rankings,Ohio State,3,1.0
2015,12,regular,Playoff Committee Rankings,Oklahoma,7,1.0
2015,12,regular,Playoff Committee Rankings,Oklahoma State,6,1.0
2015,12,regular,Playoff Committee Rankings,Ole Miss,22,1.0
2015,12,regular,Playoff Committee Rankings,Oregon,23,1.0
2015,12,regular,Playoff Committee Rankings,Stanford,11,1.0
2015,12,regular,Playoff Committee Rankings,TCU,18,1.0
2015,12,regular,Playoff Committee Rankings,USC,24,1.0
2015,12,regular,Playoff Committee Rankings,Utah,13,1.0
2015,12,regular,AP Top 25,Washington State,24,2.0
2015,12,regular,Playoff Committee Rankings,Wisconsin,25,1.0
2015,13,regular,Playoff Committee Rankings,Alabama,2,1.0
2015,13,regular,Playoff Committee Rankings,Baylor,7,1.0
2015,13,regular,Playoff Committee Rankings,Clemson,1,1.0
2015,13,regular,Playoff Committee Rankings,Florida,12,1.0
2015,13,regular,Playoff Committee Rankings,Florida State,13,1.0
2015,13,regular,AP Top 25,Houston,21,2.0
2015,13,regular,Playoff Committee Rankings,Iowa,4,1.0
